symbol,timestamp,liq_long_count,liq_short_count,liq_long_usd_size,liq_short_usd_size,trade_long_count,trade_short_count,trade_long_usd_size,trade_short_usd_size,funding_rate
BNBUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,1,0,19139.612940000003,0.0,5.15e-05
SUIUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,-7.153e-05
HBARUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,1,0.0,25616.12151,0.0001
LTCUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 13:45:48,1,0,359.9212,0.0,0,1,0.0,25040.5112,0.0001
UNIUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,5.446e-05
ALGOUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,8.499e-05
FILUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,1,0,10247.60079,0.0,0.0001
ARBUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,1,0.0,13989.224799999998,-3.449e-05
CRVUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,1,0.0,10293.37206,0.0001
NEARUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,2,0,27769.3068,0.0,0.0001
XLMUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,1,1,11296.95,10326.6612,0.0001
AAVEUSDT,2024-12-10 13:45:48,2,0,3999.754,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 13:45:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 13:46:48,7,0,6779.312080000001,0.0,27,20,811461.4533123,621945.7413860001,0.0001
ETHUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,17,10,400413.91874799994,179999.14050100005,0.0001
XRPUSDT,2024-12-10 13:46:48,8,0,6153.4511,0.0,27,10,381522.6303,162635.21170000004,0.0001
SOLUSDT,2024-12-10 13:46:48,4,0,4100.4902999999995,0.0,80,31,1604790.2950500003,559336.58538,0.0001
LINKUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,1,0,26418.8976,0.0,0.0001
ADAUSDT,2024-12-10 13:46:48,1,0,666.13088,0.0,9,0,254829.72470999998,0.0,0.0001
TRXUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,7,1,161063.58889,20006.1218,0.0001
BNBUSDT,2024-12-10 13:46:48,2,0,6530.76263,0.0,1,1,12095.7927,21323.350000000002,5.15e-05
SUIUSDT,2024-12-10 13:46:48,4,1,814.221186,82.3057781,0,0,0.0,0.0,-7.153e-05
HBARUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,2,1,36723.159719999996,10589.878879999998,0.0001
LTCUSDT,2024-12-10 13:46:48,2,0,3789.60725,0.0,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 13:46:48,2,0,1033.3341,0.0,0,1,0.0,10496.085,0.0001
UNIUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,1,0,10309.6185,0.0,5.446e-05
ALGOUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,0,4,0.0,82249.2824,0.0001
DOTUSDT,2024-12-10 13:46:48,2,0,4612.7628,0.0,0,0,0.0,0.0,8.499e-05
FILUSDT,2024-12-10 13:46:48,1,0,75.9759,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 13:46:48,1,0,841.55049,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 13:46:48,2,0,826.4911745,0.0,3,8,40418.0375,141926.9109,-3.449e-05
CRVUSDT,2024-12-10 13:46:48,4,0,4700.8029,0.0,0,1,0.0,10030.98,0.0001
NEARUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 13:46:48,1,0,181.68015,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 13:46:48,1,0,7.1788,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 13:46:48,3,0,172.2849,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 13:46:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 13:47:48,5,0,15730.55303,0.0,28,29,728307.5561411999,603353.8224093999,0.0001
ETHUSDT,2024-12-10 13:47:48,2,0,35059.416189999996,0.0,27,14,631601.631764,287686.331481,0.0001
XRPUSDT,2024-12-10 13:47:48,1,0,711.8714700000002,0.0,25,15,409490.1245,241789.71180000002,0.0001
SOLUSDT,2024-12-10 13:47:48,2,0,7354.759400000001,0.0,37,16,664120.2594699999,355044.17074,0.0001
LINKUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,1,1,17798.268,12569.099500000002,0.0001
ADAUSDT,2024-12-10 13:47:48,1,0,865.80328,0.0,0,1,0.0,10999.5642,0.0001
TRXUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,4,1,50775.65999,12825.098039999999,0.0001
BNBUSDT,2024-12-10 13:47:48,1,0,187.01010000000002,0.0,0,1,0.0,26853.086,5.15e-05
SUIUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,0,0.0,0.0,-7.153e-05
HBARUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,1,1,14793.24504,11557.713870000001,0.0001
LTCUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,1,0,13414.3101,0.0,0.0001
SUSHIUSDT,2024-12-10 13:47:48,1,0,236.60639999999998,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,3,0.0,36274.0178,5.446e-05
ALGOUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,1,0.0,10035.1548,0.0001
DOTUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,0,0.0,0.0,8.499e-05
FILUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 13:47:48,1,0,40.653354,0.0,1,1,14999.9454,10451.9216,-3.449e-05
CRVUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,1,5,16004.50026,83105.45269,0.0001
NEARUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,1,0.0,16168.690200000001,0.0001
XLMUSDT,2024-12-10 13:47:48,1,0,103.09823999999999,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 13:47:48,1,0,7736.37132,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 13:47:48,2,0,3804.2066999999997,0.0,3,0,53721.88056,0.0,0.0001
RENDERUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,1,0.0,10962.008899999999,0.0001
FTMUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 13:47:48,0,0,0.0,0.0,1,0,15179.5389,0.0,0.0001
BTCUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,42,25,1126155.5143778,742269.9101302997,0.0001
ETHUSDT,2024-12-10 13:48:48,1,1,104.3518,3753.5207499999997,27,18,771785.037936,392929.232212,0.0001
XRPUSDT,2024-12-10 13:48:48,3,0,483.37088,0.0,21,11,402442.64420000004,227293.8256,0.0001
SOLUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,9,9,185152.59454000002,145981.62948,0.0001
LINKUSDT,2024-12-10 13:48:48,4,0,2411.04491,0.0,1,0,15317.016,0.0,0.0001
ADAUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,1,3,10622.418020000001,40462.32705,0.0001
TRXUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,1,2,14077.854539999998,46090.61688,0.0001
BNBUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,1,14,16775.202,431683.04541,5.15e-05
SUIUSDT,2024-12-10 13:48:48,1,0,5.418043399999999,0.0,11,1,186415.78937,10478.6045,-7.153e-05
HBARUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,1,0,12140.027399999999,0.0,0.0001
UNIUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,1,2,10338.115800000001,31935.4172,5.446e-05
ALGOUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 13:48:48,0,1,0.0,2501.975,0,0,0.0,0.0,8.499e-05
FILUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,1,0.0,12820.48626,0.0001
ARBUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 13:48:48,1,0,93.0916224,0.0,5,1,120207.1298,13418.899200000002,-3.449e-05
CRVUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,1,0.0,12221.654489999999,0.0001
NEARUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 13:48:48,1,0,229.83440000000002,0.0,1,4,44378.18404,58537.86968999999,0.0001
RENDERUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 13:48:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 13:48:48,1,0,107.9231952,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,6,21,275234.82914100005,753236.6091175,0.0001
ETHUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,21,13,765979.5896510001,328112.41968299996,0.0001
XRPUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,9,10,124963.20250000001,143641.7908,0.0001
SOLUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,28,3,559615.4744899999,48164.86296,0.0001
LINKUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,1,0.0,14317.846399999999,0.0001
ADAUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,2,0.0,27738.08295,0.0001
TRXUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,1,0.0,12351.23872,0.0001
BNBUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,1,0,15451.113809999999,0.0,5.15e-05
SUIUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,2,0,30358.97788,0.0,-7.153e-05
HBARUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,1,0,11436.393,0.0,5.446e-05
ALGOUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,8.499e-05
FILUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,2,1,28915.7898,28292.6,-3.449e-05
CRVUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,1,1,10861.53717,10114.913799999998,0.0001
NEARUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,1,0,11479.1208,0.0,0.0001
RENDERUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,1,0.0,10116.0761,0.0001
FTMUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 13:49:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,12,57,323546.20517810003,1247705.1125627006,0.0001
ETHUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,21,13,547242.783299,299141.908429,0.0001
XRPUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,20,9,340043.0682,148814.58000000002,0.0001
SOLUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,23,47,376380.49585,1087230.91953,0.0001
LINKUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,1,0,10861.4377,0.0,0.0001
ADAUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
TRXUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,1,1,10378.714279999998,14581.706309999998,0.0001
BNBUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,2,3,20637.437940000003,42119.91444000001,5.15e-05
SUIUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,4,1,48622.18806,11068.080839999999,-7.153e-05
HBARUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,1,0.0,11538.4752,0.0001
LTCUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,2,7,20845.689250000003,156894.948,0.0001
SUSHIUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,3,3,49923.66043,35892.4374,0.0001
AVAXUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,3,0,55181.7411,0.0,5.446e-05
ALGOUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,1,0,10532.8076,0.0,0.0001
DOTUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,8.499e-05
FILUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,1,2,12664.1452,20782.5868,-3.449e-05
CRVUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
NEARUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,2,0.0,27330.3954,0.0001
SANDUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,4,1,222070.22919999997,13652.4672,0.0001
FTMUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,3,1,36131.007,12459.128,0.0001
OPUSDT,2024-12-10 13:50:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 13:51:48,0,1,0.0,2919.7535999999996,12,25,325424.24256049993,536153.0283371999,0.0001
ETHUSDT,2024-12-10 13:51:48,0,1,0.0,1907.9286800000002,15,36,355121.888164,673559.506894,0.0001
XRPUSDT,2024-12-10 13:51:48,0,1,0.0,9459.189300000002,4,6,55398.1429,90471.2489,0.0001
SOLUSDT,2024-12-10 13:51:48,0,1,0.0,851.678,16,3,296683.43963,33651.5274,0.0001
LINKUSDT,2024-12-10 13:51:48,0,1,0.0,2055.95632,1,1,12753.822100000001,27615.1632,0.0001
ADAUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
TRXUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,6,14,132227.00329999998,395639.94022999995,0.0001
BNBUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,2,4,25408.850140000002,53381.234959999994,5.15e-05
SUIUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,-7.153e-05
HBARUSDT,2024-12-10 13:51:48,0,1,0.0,3554.7311999999997,0,1,0.0,13597.616619999999,0.0001
LTCUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,1,0,10458.84286,0.0,0.0001
SUSHIUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 13:51:48,0,1,0.0,62.524,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 13:51:48,0,1,0.0,222.64849999999998,2,2,54044.680199999995,46128.1018,5.446e-05
ALGOUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,1,0.0,13684.5,0.0001
DOTUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,8.499e-05
FILUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 13:51:48,0,2,0.0,1289.3331491999998,0,0,0.0,0.0,-3.449e-05
CRVUSDT,2024-12-10 13:51:48,0,1,0.0,599.9639999999999,1,0,10750.865280000002,0.0,0.0001
NEARUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,2,0.0,25946.808100000002,0.0001
XLMUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 13:51:48,0,1,0.0,161.61222,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,2,0,20547.968,0.0,0.0001
RENDERUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 13:51:48,0,1,0.0,742.3848300000001,0,1,0.0,21008.8592,0.0001
FTMUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 13:51:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,10,23,378818.5443611,669898.8084183001,0.0001
ETHUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,20,10,535096.4405339999,243447.554346,0.0001
XRPUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,9,10,163824.587,185334.9945,0.0001
SOLUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,5,9,53928.83689,172854.59889999998,0.0001
LINKUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,1,1,11761.608,13872.7225,0.0001
ADAUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
TRXUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,1,0.0,14486.611039999998,0.0001
BNBUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,4,0.0,63185.84031999999,5.15e-05
SUIUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,-7.153e-05
HBARUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,1,0,11481.59124,0.0,0.0001
SUSHIUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,3,0,98185.378,0.0,0.0001
AVAXUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,5.446e-05
ALGOUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,8.499e-05
FILUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,1,0,10198.303199999998,0.0,0.0001
WLDUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,2,0,23545.9914,0.0,-3.449e-05
CRVUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
NEARUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,4,6,66584.2238,186919.53,0.0001
RENDERUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 13:52:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,11,20,302331.2311165,586626.0943271,0.0001
ETHUSDT,2024-12-10 13:53:48,0,1,0.0,184.11300000000003,23,38,585732.13913,908440.6250580002,0.0001
XRPUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,2,6,33019.652500000004,120707.63269999999,0.0001
SOLUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,5,4,75060.15222999999,46959.59027,0.0001
LINKUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,1,0.0,10019.9262,0.0001
ADAUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,1,1,28513.39638,20690.49546,0.0001
TRXUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,1,0,27765.023999999998,0.0,0.0001
BNBUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,4,0.0,72238.33213,5.15e-05
SUIUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,-7.153e-05
HBARUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,1,0.0,12010.1764,0.0001
LTCUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,2,0.0,27138.8394,5.446e-05
ALGOUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,8.499e-05
FILUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,-3.449e-05
CRVUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,1,0.0,11182.26001,0.0001
NEARUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
XLMUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,1,0,13005.0821,0.0,0.0001
SANDUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 13:53:48,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
