symbol,timestamp,liq_long_count,liq_short_count,liq_long_usd_size,liq_short_usd_size,trade_long_count,trade_short_count,trade_long_usd_size,trade_short_usd_size,funding_rate
BTCUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,7,84,184668.3798924,3262056.4487021994,0.0001
ETHUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,4,25,190022.82304299998,567105.15932,0.0001
XRPUSDT,2024-12-10 11:02:46,0,1,0.0,5215.18078,12,6,319391.2459999999,80470.9705,0.0001
SOLUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,4,15,124436.29286,261896.28267,0.0001
LINKUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,1,2,14999.9234,38532.7932,0.0001
ADAUSDT,2024-12-10 11:02:46,0,1,0.0,202.03722,5,2,91482.21979999999,24452.83674,0.0001
TRXUSDT,2024-12-10 11:02:46,0,1,0.0,489.95072,1,0,16846.439300000002,0.0,0.0001
BNBUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,1,0.0,18324.19827,5.372e-05
SUIUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,-3.315e-05
HBARUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,6,0.0,113505.22958000001,0.0001
AVAXUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,2,1,23747.3808,15425.4628,4.766e-05
ALGOUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,1,0.0,24419.844479999996,9.416e-05
FILUSDT,2024-12-10 11:02:46,0,1,0.0,2909.179,0,1,0.0,14915.9712,0.0001
ARBUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,1,0,10201.3821,0.0,-7.93e-06
CRVUSDT,2024-12-10 11:02:46,0,2,0.0,1705.8892,0,6,0.0,82170.91986000001,0.0001
NEARUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,7.641e-05
XLMUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,1,1,25883.149999999998,11138.7045,0.0001
SANDUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,1,0.0,14040.257730000001,0.0001
RENDERUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 11:02:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 11:03:46,0,1,0.0,1069.2709499999999,56,86,5334840.4265973,4024357.3658714993,0.0001
ETHUSDT,2024-12-10 11:03:46,1,0,1373.17544,0.0,9,12,200217.73386,217546.369412,0.0001
XRPUSDT,2024-12-10 11:03:46,0,2,0.0,80.16617,4,17,70523.7607,325121.5596,0.0001
SOLUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,8,3,117620.23981,41413.14753,0.0001
LINKUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,2,1,25378.873,20926.0665,0.0001
ADAUSDT,2024-12-10 11:03:46,0,2,0.0,2078.2059299999996,5,20,74842.74084,303785.0161,0.0001
TRXUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,3,1,61147.67577,11233.97547,0.0001
BNBUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,5,0.0,84768.22161000001,5.372e-05
SUIUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,1,0,10610.75596,0.0,-3.315e-05
HBARUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,1,0,12377.019999999999,0.0,0.0001
LTCUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,1,0.0,11102.75712,0.0001
SUSHIUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,3,0.0,47595.28439999999,4.766e-05
ALGOUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,4,1,93619.89439999999,14092.430499999999,0.0001
DOTUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,1,0,18188.797759999998,0.0,9.416e-05
FILUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,1,0.0,10450.944000000001,0.0001
ARBUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,2,0,24317.517620000002,0.0,0.0001
BCHUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,-7.93e-06
CRVUSDT,2024-12-10 11:03:46,0,1,0.0,8.0784,1,0,18853.8735,0.0,0.0001
NEARUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,7.641e-05
XLMUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,1,0,10358.2547,0.0,0.0001
AAVEUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,2,0.0,22866.24486,0.0001
RENDERUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,1,0.0,14458.0176,0.0001
OPUSDT,2024-12-10 11:03:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,3,15,72351.1908252,519090.8161249,0.0001
ETHUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,6,14,115622.76209199999,302484.446645,0.0001
XRPUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,2,5,21995.4758,83788.0801,0.0001
SOLUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,1,2,12003.21434,21987.865019999997,0.0001
LINKUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,1,3,11820.9002,47031.3422,0.0001
ADAUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,4,0,80222.25867999998,0.0,0.0001
TRXUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,1,0,11798.904939999999,0.0,0.0001
BNBUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,5.372e-05
SUIUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,-3.315e-05
HBARUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,1,0.0,11023.574939999999,0.0001
AVAXUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,1,0.0,10462.1097,4.766e-05
ALGOUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,9.416e-05
FILUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,1,0.0,13527.004120000001,0.0001
BCHUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,-7.93e-06
CRVUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,1,0,10615.721479999998,0.0,0.0001
NEARUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,7.641e-05
XLMUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 11:04:46,0,0,0.0,0.0,1,0,11085.547199999999,0.0,0.0001
BTCUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,1,9,11553.1028241,334397.0545301,0.0001
ETHUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,2,1,96567.458654,13159.019999999999,0.0001
XRPUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,2,0.0,31208.077400000002,0.0001
SOLUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,5,4,79534.28975000001,59497.670280000006,0.0001
LINKUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ADAUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,1,1,17950.70088,11740.25622,0.0001
TRXUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BNBUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,5.372e-05
SUIUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,-3.315e-05
HBARUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,2,0,26973.5858,0.0,4.766e-05
ALGOUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,9.416e-05
FILUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,1,0.0,10093.21365,0.0001
ARBUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,-7.93e-06
CRVUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
NEARUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,7.641e-05
XLMUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,1,0.0,12808.2368,0.0001
SANDUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,1,0,13307.622000000001,0.0,0.0001
RENDERUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,1,0.0,10233.735200000001,0.0001
OPUSDT,2024-12-10 11:05:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,3,18,158998.73275270002,440723.8329373,0.0001
ETHUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,6,6,100388.110111,183548.375997,0.0001
XRPUSDT,2024-12-10 11:06:46,0,1,0.0,9900.548480000001,4,14,46574.84390000001,232718.87620000003,0.0001
SOLUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,8,6,148059.78062,107270.69016000001,0.0001
LINKUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,1,5,12667.4616,91690.20190000001,0.0001
ADAUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,2,0.0,24266.18383,0.0001
TRXUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,2,0,30800.6958,0.0,0.0001
BNBUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,1,0.0,10143.3253,5.372e-05
SUIUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,-3.315e-05
HBARUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,1,0,10350.13084,0.0,0.0001
LTCUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,1,0.0,12619.167239999999,0.0001
SUSHIUSDT,2024-12-10 11:06:46,0,1,0.0,17.2856,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,5,0,68003.02629000001,0.0,0.0001
AVAXUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,2,0.0,25678.7678,4.766e-05
ALGOUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,9.416e-05
FILUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,1,0.0,10991.8,0.0001
BCHUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,6,0.0,110023.98430000001,-7.93e-06
CRVUSDT,2024-12-10 11:06:46,0,1,0.0,9807.5432,2,3,46787.244000000006,41201.05134,0.0001
NEARUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,7.641e-05
XLMUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 11:06:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,6,5,169711.61420110002,125775.45646489998,0.0001
ETHUSDT,2024-12-10 11:07:46,0,1,0.0,37.435300000000005,6,2,127561.08603699999,30676.664882,0.0001
XRPUSDT,2024-12-10 11:07:46,0,3,0.0,8487.91803,7,20,106388.89859999999,296206.28810000006,0.0001
SOLUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,5,7,70248.14441,100651.32433,0.0001
LINKUSDT,2024-12-10 11:07:46,0,2,0.0,745.63554,1,2,15798.376099999998,34524.1592,0.0001
ADAUSDT,2024-12-10 11:07:46,0,1,0.0,5.0877,2,0,21938.37541,0.0,0.0001
TRXUSDT,2024-12-10 11:07:46,0,1,0.0,8.73376,0,1,0.0,12418.3675,0.0001
BNBUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,2,5,36992.65678,87242.95930999999,5.372e-05
SUIUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,-3.315e-05
HBARUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 11:07:46,0,1,0.0,196.41962,4,14,139944.19536,292428.26415,0.0001
SUSHIUSDT,2024-12-10 11:07:46,0,1,0.0,449.07199999999995,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,1,0,10833.45564,0.0,0.0001
AVAXUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,1,0,13610.838600000001,0.0,4.766e-05
ALGOUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 11:07:46,0,1,0.0,20.02048,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,9.416e-05
FILUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,3,7,38920.45087,167038.08793,0.0001
ARBUSDT,2024-12-10 11:07:46,0,3,0.0,850.5224594000001,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 11:07:46,0,1,0.0,193.9167815,0,0,0.0,0.0,-7.93e-06
CRVUSDT,2024-12-10 11:07:46,0,1,0.0,34.514399999999995,0,5,0.0,63745.56431999999,0.0001
NEARUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,7.641e-05
XLMUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,1,0,13166.01,0.0,0.0001
FTMUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 11:07:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,4,17,64717.3298404,421745.7106260001,0.0001
ETHUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,8,8,157680.240352,130197.024981,0.0001
XRPUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,6,0.0,110140.8256,0.0001
SOLUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,5,4,71493.34041,86795.04068,0.0001
LINKUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,3,0.0,34802.393500000006,0.0001
ADAUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,1,0,11468.24728,0.0,0.0001
TRXUSDT,2024-12-10 11:08:46,0,1,0.0,96.49332,2,2,23515.866650000004,31843.31433,0.0001
BNBUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,1,0,20693.9089,0.0,5.372e-05
SUIUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,2,0,26493.345800000003,0.0,-3.315e-05
HBARUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 11:08:46,0,1,0.0,134.96175,4,11,59552.95432999999,215692.83547999998,0.0001
SUSHIUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
UNIUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,4.766e-05
ALGOUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,9.416e-05
FILUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ARBUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,1,0.0,13302.366600000001,-7.93e-06
CRVUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
NEARUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,7.641e-05
XLMUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,1,1,12708.2616,20398.541400000002,0.0001
SANDUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
OPUSDT,2024-12-10 11:08:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,36,15,2166186.4616477,385271.475619,0.0001
ETHUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,4,2,112806.406301,30281.909293999997,0.0001
XRPUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,2,0.0,27009.782,0.0001
SOLUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,5,4,67785.30481,49609.92822,0.0001
LINKUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,2,2,38778.023799999995,23394.8199,0.0001
ADAUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,1,0.0,12133.108279999999,0.0001
TRXUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BNBUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,1,1,13851.76,11790.5931,5.372e-05
SUIUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,-3.315e-05
HBARUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,1,0,15803.188519999998,0.0,0.0001
SUSHIUSDT,2024-12-10 11:09:46,0,1,0.0,105.6783,0,4,0.0,84431.8326,0.0001
UNIUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,1,0.0,11918.341600000002,4.766e-05
ALGOUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,9.416e-05
FILUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,1,1,13356.322560000002,18784.779,0.0001
ARBUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,2,0,23741.184299999997,0.0,-7.93e-06
CRVUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
NEARUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,7.641e-05
XLMUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
SANDUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AAVEUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
RENDERUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,5e-05
APTUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
FTMUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,1,0,10783.8858,0.0,0.0001
OPUSDT,2024-12-10 11:09:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BTCUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,7,12,530225.7564704,715181.2734392,0.0001
ETHUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,5,2,103936.731794,26493.321078,0.0001
XRPUSDT,2024-12-10 11:10:46,0,2,0.0,6304.9542200000005,3,3,46310.430100000005,36069.11229999999,0.0001
SOLUSDT,2024-12-10 11:10:46,0,1,0.0,431.4106,2,5,71439.20206000001,68071.07313,0.0001
LINKUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ADAUSDT,2024-12-10 11:10:46,0,1,0.0,5.08625,1,4,15451.651440000001,48971.72365,0.0001
TRXUSDT,2024-12-10 11:10:46,0,1,0.0,339.83403999999996,0,1,0.0,18171.050880000003,0.0001
BNBUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,1,0,19480.3,0.0,5.372e-05
SUIUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,1,0.0,12156.27587,-3.315e-05
HBARUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
LTCUSDT,2024-12-10 11:10:46,0,1,0.0,122.06492999999999,0,0,0.0,0.0,0.0001
SUSHIUSDT,2024-12-10 11:10:46,0,3,0.0,2638.5334000000003,0,12,0.0,233910.20809999993,0.0001
UNIUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
AVAXUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,1,0.0,11239.7922,4.766e-05
ALGOUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
ETCUSDT,2024-12-10 11:10:46,0,1,0.0,1279.61601,0,0,0.0,0.0,0.0001
DOTUSDT,2024-12-10 11:10:46,0,1,0.0,247.73079999999996,0,0,0.0,0.0,9.416e-05
FILUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,1,0.0,15637.75745,0.0001
ARBUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
BCHUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,0,0.0,0.0,0.0001
WLDUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,0,0,0.0,0.0,-7.93e-06
CRVUSDT,2024-12-10 11:10:46,0,0,0.0,0.0,1,1,10622.5224,43271.20293,0.0001
NEARUSDT,2024-12-10 11:10:46,0,1,0.0,133.34799999999998,0,0,0.0,0.0,7.641e-05
